# BUSCO version is: 6.1.0 
# The lineage dataset is: archaea_odb12.2 (Creation date: 2026-05-22, number of genomes: 157, number of BUSCOs: 195)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
17644at2157	Missing
19001at2157	Complete	k141_45	24676	25596	+	194.6	293	https://v12-2.orthodb.org/?query=19001at2157	GHMP kinase, C-terminal domain
19013at2157	Complete	k141_55	156835	157518	+	124.7	168	https://v12-2.orthodb.org/?query=19013at2157	ribose-5-phosphate isomerase activity
23569at2157	Missing
23689at2157	Missing
24205at2157	Missing
24971at2157	Missing
25735at2157	Complete	k141_54	63656	62475	-	178.7	222	https://v12-2.orthodb.org/?query=25735at2157	GTP cyclohydrolase II
25810at2157	Missing
27149at2157	Missing
27533at2157	Missing
27944at2157	Missing
27972at2157	Missing
30537at2157	Missing
30538at2157	Missing
30559at2157	Missing
30639at2157	Missing
30658at2157	Missing
30823at2157	Complete	k141_58	30971	33724	+	615.7	743	https://v12-2.orthodb.org/?query=30823at2157	Isoleucine-tRNA ligase
30930at2157	Missing
30955at2157	Missing
30957at2157	Missing
31129at2157	Missing
31271at2157	Missing
31300at2157	Missing
31424at2157	Missing
32941at2157	Missing
33049at2157	Complete	k141_39	51222	52388	+	247.2	313	https://v12-2.orthodb.org/?query=33049at2157	Chorismate synthase
33250at2157	Complete	k141_8	92573	93463	+	204.4	270	https://v12-2.orthodb.org/?query=33250at2157	Xylose isomerase-like, TIM barrel domain
33582at2157	Missing
33866at2157	Missing
34207at2157	Missing
35104at2157	Missing
35866at2157	Complete	k141_58	124723	125640	+	137.1	232	https://v12-2.orthodb.org/?query=35866at2157	Dyskerin-like
35908at2157	Missing
36608at2157	Complete	k141_61	48107	47043	-	235.6	300	https://v12-2.orthodb.org/?query=36608at2157	Dihydroorotate dehydrogenase, class 2
38155at2157	Missing
38238at2157	Complete	k141_39	156741	155752	-	170.4	341	https://v12-2.orthodb.org/?query=38238at2157	Aspartate-semialdehyde dehydrogenase
39019at2157	Missing
39139at2157	Missing
39189at2157	Missing
39992at2157	Complete	k141_30	21701	22747	+	178.6	186	https://v12-2.orthodb.org/?query=39992at2157	Threonylcarbamoyl-AMP synthase, C-terminal domain
43788at2157	Complete	k141_39	53488	54786	+	255.2	403	https://v12-2.orthodb.org/?query=43788at2157	3-phosphoshikimate 1-carboxyvinyltransferase
44091at2157	Missing
45138at2157	Missing
45154at2157	Missing
45195at2157	Missing
45346at2157	Missing
45383at2157	Missing
45909at2157	Missing
46081at2157	Missing
52456at2157	Missing
52479at2157	Missing
52677at2157	Missing
52769at2157	Complete	k141_30	9704	11314	+	670.3	482	https://v12-2.orthodb.org/?query=52769at2157	CTP synthase
52849at2157	Complete	k141_58	83242	84609	+	373.1	405	https://v12-2.orthodb.org/?query=52849at2157	SRP54
53273at2157	Missing
55506at2157	Missing
56356at2157	Missing
60264at2157	Missing
65493at2157	Missing
65887at2157	Missing
84504at2157	Missing
84643at2157	Missing
84794at2157	Missing
84933at2157	Missing
85118at2157	Complete	k141_8	142234	143154	+	148.3	198	https://v12-2.orthodb.org/?query=85118at2157	Ribonuclease Z/BN
85381at2157	Missing
85892at2157	Missing
94124at2157	Missing
115235at2157	Missing
117390at2157	Missing
129238at2157	Missing
146558at2157	Complete	k141_15	67493	66246	-	384.2	419	https://v12-2.orthodb.org/?query=146558at2157	Phosphoribosylglycinamide synthetase, C-domain
147673at2157	Missing
204488at2157	Missing
275101at2157	Missing
295712at2157	Missing
314984at2157	Missing
371736at2157	Missing
371754at2157	Missing
371797at2157	Missing
371812at2157	Missing
371836at2157	Missing
371856at2157	Complete	k141_22	7538	9511	+	309.2	445	https://v12-2.orthodb.org/?query=371856at2157	Methionyl-tRNA synthetase
371863at2157	Missing
371914at2157	Missing
371959at2157	Missing
371997at2157	Complete	k141_22	16916	17881	+	153.5	233	https://v12-2.orthodb.org/?query=371997at2157	Ribose-phosphate pyrophosphokinase
372008at2157	Missing
372011at2157	Missing
372044at2157	Missing
372073at2157	Missing
372100at2157	Missing
372102at2157	Complete	k141_45	41180	42841	+	368.6	560	https://v12-2.orthodb.org/?query=372102at2157	Arginyl tRNA synthetase N-terminal domain
372108at2157	Missing
372127at2157	Fragmented	k141_62	18769	19134	+	78.9	108	https://v12-2.orthodb.org/?query=372127at2157	Small ribosomal subunit protein uS13
372134at2157	Complete	k141_8	74037	75383	+	247.1	348	https://v12-2.orthodb.org/?query=372134at2157	Methylthiotransferase
372142at2157	Missing
372177at2157	Missing
372178at2157	Missing
372188at2157	Complete	k141_58	81647	82897	+	267.5	267	https://v12-2.orthodb.org/?query=372188at2157	Signal-recognition particle receptor FtsY
372247at2157	Complete	k141_52	14067	12784	-	525.4	411	https://v12-2.orthodb.org/?query=372247at2157	Adenylosuccinate synthetase
372251at2157	Complete	k141_58	108102	108824	+	93.3	223	https://v12-2.orthodb.org/?query=372251at2157	Uridylate kinase
372305at2157	Missing
